"H","C","epoch","t","velocity","dist_to_limit"
0.996579194625406,0.00612995472477805,1,1,NA,0.857517441033695
0.331960900280674,0.25793289155394,2,2,0.710719491904852,0.226131485203074
0.0823019001294899,0.0762681934563845,3,3,0.308758285542858,0.0826809949590821
0.0587093113783199,0.055195545495942,4,4,0.0316333168676093,0.114259838712655
0.0540130111045026,0.0508575733249078,5,5,0.00639321818949769,0.12063961959433
0.0569701373265927,0.0535149326833581,6,6,0.00397569544272654,0.116668940954515
0.0497640654460504,0.0470378733134747,7,7,0.0096891573435742,0.126346372632547
0.0544182451006213,0.0512301168521287,8,8,0.00626388810120423,0.120090182109432
0.0505517830074633,0.0477255607175604,9,9,0.0052183754960876,0.125301276300332
0.0562064681144546,0.0526835995495397,10,10,0.0075204795537681,0.117785761703807
0.0569123812399785,0.0531167430009013,11,11,0.000828206852328753,0.116964812062943
0.0597660823350505,0.0557737159209846,12,12,0.00389911721266126,0.113074586693033
0.0569827211491392,0.0532119997522587,13,13,0.00378278855083783,0.116850126733472
0.0617491417546731,0.0575546520782956,14,14,0.00644805355232824,0.110412718102113
0.0580468901640016,0.0541606216329138,15,15,0.00502256005487326,0.115425986787289
0.0607393768154951,0.05664732634994,16,16,0.00366513092783203,0.111768411331863
0.0582596333087867,0.0543637146504597,17,17,0.00337105476862445,0.115132803142155
0.0596224418267522,0.0557079675159105,18,18,0.0019142264293735,0.113227586853714
0.0599803862951969,0.0557616556190931,19,19,0.000361948414713375,0.112915771390771
0.0624298698392397,0.058020242114011,20,20,0.00333184372195961,0.109590648545783
0.0611832397664194,0.0567372873426651,21,21,0.00178887100814426,0.111366993775187
0.0666249133580566,0.0614390180782353,22,22,0.00719152858492046,0.104178988732302
0.0636386208417215,0.0588267306094218,23,23,0.00396761752350695,0.10814377660745
0.0651295874239676,0.0602162062220836,24,24,0.00203804411815758,0.106110611632475
0.0637801865216857,0.0588444639988608,25,25,0.00192420360722344,0.108022696970492
0.063161818251139,0.0586278909838316,26,26,0.000655197061087542,0.108639416019383
0.0609082004798256,0.0565431737969219,27,27,0.00306999003395389,0.111702864850756
